scenario,metric,n,mean,median,stdev,ci95_halfwidth,ci95_lower,ci95_upper
communication_outage,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
communication_outage,avg_recovery_time_steps,0,,,,,,
faulty_sensor_naive_fusion,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,total_near_misses,20,107.9,99.0,39.6364,17.3714,90.5286,125.2714
faulty_sensor_naive_fusion,collision_risk_count,20,0.3,0.0,0.9234,0.4047,-0.1047,0.7047
faulty_sensor_naive_fusion,minimum_separation,0,,,,,,
faulty_sensor_naive_fusion,mission_success,20,0.9,1.0,0.3078,0.1349,0.7651,1.0349
faulty_sensor_naive_fusion,mission_completion_time_s,0,,,,,,
faulty_sensor_naive_fusion,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
faulty_sensor_naive_fusion,formation_error_rmse,20,4.4851,4.3945,0.2646,0.116,4.3692,4.6011
faulty_sensor_naive_fusion,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,swarm_stability,20,1.1904,1.1262,0.2195,0.0962,1.0942,1.2866
faulty_sensor_naive_fusion,rmse_position_error,20,1.8265,1.8385,0.0402,0.0176,1.8089,1.8441
faulty_sensor_naive_fusion,velocity_rmse,20,0.1917,0.1927,0.007,0.0031,0.1886,0.1948
faulty_sensor_naive_fusion,track_continuity,20,0.309,0.3115,0.0085,0.0037,0.3053,0.3127
faulty_sensor_naive_fusion,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,missed_detections,20,1.25,1.0,1.1642,0.5102,0.7398,1.7602
faulty_sensor_naive_fusion,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
faulty_sensor_naive_fusion,track_loss_duration_steps,14,1,1.0,0.0,0.0,1.0,1.0
faulty_sensor_naive_fusion,average_track_lifetime_steps,20,106.3375,106.25,0.6751,0.2959,106.0416,106.6334
faulty_sensor_naive_fusion,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,average_covariance,20,2.2001,2.1955,0.0162,0.0071,2.193,2.2072
faulty_sensor_naive_fusion,messages_sent,20,1872.9,1873.0,6.0689,2.6598,1870.2402,1875.5598
faulty_sensor_naive_fusion,messages_received,20,1395.25,1399.5,30.4318,13.3373,1381.9127,1408.5873
faulty_sensor_naive_fusion,messages_dropped,20,477.65,475.5,31.7462,13.9134,463.7366,491.5634
faulty_sensor_naive_fusion,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
faulty_sensor_naive_fusion,communication_load,20,4.3623,4.3636,0.0182,0.008,4.3543,4.3702
faulty_sensor_naive_fusion,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_naive_fusion,avg_recovery_time_steps,0,,,,,,
faulty_sensor_confidence_weighted_fusion,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,total_near_misses,20,135.5,112.0,64.2385,28.1537,107.3463,163.6537
faulty_sensor_confidence_weighted_fusion,collision_risk_count,20,0.65,0.0,2.059,0.9024,-0.2524,1.5524
faulty_sensor_confidence_weighted_fusion,minimum_separation,0,,,,,,
faulty_sensor_confidence_weighted_fusion,mission_success,20,0.9,1.0,0.3078,0.1349,0.7651,1.0349
faulty_sensor_confidence_weighted_fusion,mission_completion_time_s,0,,,,,,
faulty_sensor_confidence_weighted_fusion,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
faulty_sensor_confidence_weighted_fusion,formation_error_rmse,20,4.5395,4.4521,0.3631,0.1592,4.3803,4.6986
faulty_sensor_confidence_weighted_fusion,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,swarm_stability,20,1.2771,1.2166,0.3368,0.1476,1.1294,1.4247
faulty_sensor_confidence_weighted_fusion,rmse_position_error,20,1.8146,1.8154,0.0418,0.0183,1.7963,1.8329
faulty_sensor_confidence_weighted_fusion,velocity_rmse,20,0.1903,0.1875,0.0069,0.003,0.1872,0.1933
faulty_sensor_confidence_weighted_fusion,track_continuity,20,0.3006,0.3046,0.0114,0.005,0.2956,0.3056
faulty_sensor_confidence_weighted_fusion,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,missed_detections,20,1.2,1.0,1.1517,0.5047,0.6953,1.7047
faulty_sensor_confidence_weighted_fusion,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
faulty_sensor_confidence_weighted_fusion,track_loss_duration_steps,14,1,1.0,0.0,0.0,1.0,1.0
faulty_sensor_confidence_weighted_fusion,average_track_lifetime_steps,20,105.6875,105.0,1.3975,0.6125,105.075,106.3
faulty_sensor_confidence_weighted_fusion,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,average_covariance,20,2.2076,2.2094,0.0225,0.0099,2.1977,2.2175
faulty_sensor_confidence_weighted_fusion,messages_sent,20,1855.5,1853.0,10.339,4.5313,1850.9687,1860.0313
faulty_sensor_confidence_weighted_fusion,messages_received,20,1385.55,1395.5,36.4309,15.9665,1369.5835,1401.5165
faulty_sensor_confidence_weighted_fusion,messages_dropped,20,469.95,460.5,35.9392,15.7511,454.1989,485.7011
faulty_sensor_confidence_weighted_fusion,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
faulty_sensor_confidence_weighted_fusion,communication_load,20,4.3484,4.3679,0.0389,0.017,4.3314,4.3655
faulty_sensor_confidence_weighted_fusion,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_confidence_weighted_fusion,avg_recovery_time_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,total_near_misses,20,153.5,107.5,111.0678,48.6776,104.8224,202.1776
faulty_sensor_trust_weighted_fusion_fixed,collision_risk_count,20,0.8,0.0,2.3079,1.0115,-0.2115,1.8115
faulty_sensor_trust_weighted_fusion_fixed,minimum_separation,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,mission_success,20,0.8,1.0,0.4104,0.1799,0.6201,0.9799
faulty_sensor_trust_weighted_fusion_fixed,mission_completion_time_s,0,,,,,,
faulty_sensor_trust_weighted_fusion_fixed,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
faulty_sensor_trust_weighted_fusion_fixed,formation_error_rmse,20,4.6768,4.5053,0.4617,0.2023,4.4745,4.8792
faulty_sensor_trust_weighted_fusion_fixed,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,swarm_stability,20,1.3846,1.2253,0.3987,0.1748,1.2099,1.5594
faulty_sensor_trust_weighted_fusion_fixed,rmse_position_error,20,1.8064,1.8177,0.0532,0.0233,1.7831,1.8298
faulty_sensor_trust_weighted_fusion_fixed,velocity_rmse,20,0.1884,0.1875,0.0066,0.0029,0.1855,0.1913
faulty_sensor_trust_weighted_fusion_fixed,track_continuity,20,0.2988,0.3029,0.0152,0.0067,0.2921,0.3054
faulty_sensor_trust_weighted_fusion_fixed,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,missed_detections,20,1.25,1.0,1.0195,0.4468,0.8032,1.6968
faulty_sensor_trust_weighted_fusion_fixed,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
faulty_sensor_trust_weighted_fusion_fixed,track_loss_duration_steps,16,1,1.0,0.0,0.0,1.0,1.0
faulty_sensor_trust_weighted_fusion_fixed,average_track_lifetime_steps,20,105.4125,104.625,2.0731,0.9086,104.5039,106.3211
faulty_sensor_trust_weighted_fusion_fixed,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,average_covariance,20,2.2107,2.2157,0.0265,0.0116,2.1991,2.2223
faulty_sensor_trust_weighted_fusion_fixed,messages_sent,20,1844.9,1843.0,15.3619,6.7327,1838.1673,1851.6327
faulty_sensor_trust_weighted_fusion_fixed,messages_received,20,1374.35,1380.5,31.9922,14.0212,1360.3288,1388.3712
faulty_sensor_trust_weighted_fusion_fixed,messages_dropped,20,470.55,465.5,26.1161,11.4459,459.1041,481.9959
faulty_sensor_trust_weighted_fusion_fixed,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
faulty_sensor_trust_weighted_fusion_fixed,communication_load,20,4.3352,4.3606,0.0505,0.0221,4.3131,4.3573
faulty_sensor_trust_weighted_fusion_fixed,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_fixed,avg_recovery_time_steps,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,total_near_misses,20,129.65,106.5,50.5572,22.1577,107.4923,151.8077
faulty_sensor_trust_weighted_fusion_dynamic,collision_risk_count,20,1.2,0.0,2.5257,1.1069,0.0931,2.3069
faulty_sensor_trust_weighted_fusion_dynamic,minimum_separation,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,mission_success,20,0.8,1.0,0.4104,0.1799,0.6201,0.9799
faulty_sensor_trust_weighted_fusion_dynamic,mission_completion_time_s,0,,,,,,
faulty_sensor_trust_weighted_fusion_dynamic,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
faulty_sensor_trust_weighted_fusion_dynamic,formation_error_rmse,20,4.6542,4.5223,0.4767,0.2089,4.4452,4.8631
faulty_sensor_trust_weighted_fusion_dynamic,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,swarm_stability,20,1.3733,1.2226,0.4189,0.1836,1.1897,1.5569
faulty_sensor_trust_weighted_fusion_dynamic,rmse_position_error,20,1.8045,1.8178,0.0484,0.0212,1.7833,1.8257
faulty_sensor_trust_weighted_fusion_dynamic,velocity_rmse,20,0.1888,0.1871,0.0065,0.0029,0.1859,0.1916
faulty_sensor_trust_weighted_fusion_dynamic,track_continuity,20,0.2997,0.3023,0.0114,0.005,0.2947,0.3047
faulty_sensor_trust_weighted_fusion_dynamic,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,missed_detections,20,1.15,1.0,1.04,0.4558,0.6942,1.6058
faulty_sensor_trust_weighted_fusion_dynamic,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
faulty_sensor_trust_weighted_fusion_dynamic,track_loss_duration_steps,15,1,1,0.0,0.0,1.0,1.0
faulty_sensor_trust_weighted_fusion_dynamic,average_track_lifetime_steps,20,105.2875,104.625,2.1077,0.9238,104.3637,106.2113
faulty_sensor_trust_weighted_fusion_dynamic,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,average_covariance,20,2.212,2.2142,0.0276,0.0121,2.1999,2.2241
faulty_sensor_trust_weighted_fusion_dynamic,messages_sent,20,1843.9,1845.0,16.1633,7.0839,1836.8161,1850.9839
faulty_sensor_trust_weighted_fusion_dynamic,messages_received,20,1376.75,1381.0,29.7372,13.0329,1363.7171,1389.7829
faulty_sensor_trust_weighted_fusion_dynamic,messages_dropped,20,467.15,463.0,23.5959,10.3414,456.8086,477.4914
faulty_sensor_trust_weighted_fusion_dynamic,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
faulty_sensor_trust_weighted_fusion_dynamic,communication_load,20,4.338,4.363,0.0503,0.022,4.3159,4.36
faulty_sensor_trust_weighted_fusion_dynamic,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_trust_weighted_fusion_dynamic,avg_recovery_time_steps,0,,,,,,
faulty_sensor_covariance_weighted_fusion,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,total_near_misses,20,137.35,130.5,46.3241,20.3024,117.0476,157.6524
faulty_sensor_covariance_weighted_fusion,collision_risk_count,20,0.95,0.0,2.2355,0.9797,-0.0297,1.9297
faulty_sensor_covariance_weighted_fusion,minimum_separation,0,,,,,,
faulty_sensor_covariance_weighted_fusion,mission_success,20,0.8,1.0,0.4104,0.1799,0.6201,0.9799
faulty_sensor_covariance_weighted_fusion,mission_completion_time_s,0,,,,,,
faulty_sensor_covariance_weighted_fusion,avg_response_time_s,20,0.0013,0.0,0.004,0.0018,-0.0005,0.0031
faulty_sensor_covariance_weighted_fusion,formation_error_rmse,20,4.5148,4.499,0.2933,0.1285,4.3862,4.6433
faulty_sensor_covariance_weighted_fusion,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,wrong_decisions,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,swarm_stability,20,1.2528,1.2607,0.2583,0.1132,1.1395,1.366
faulty_sensor_covariance_weighted_fusion,rmse_position_error,20,1.8267,1.8323,0.0427,0.0187,1.808,1.8454
faulty_sensor_covariance_weighted_fusion,velocity_rmse,20,0.1922,0.1933,0.0072,0.0031,0.1891,0.1953
faulty_sensor_covariance_weighted_fusion,track_continuity,20,0.3004,0.3025,0.0101,0.0044,0.296,0.3048
faulty_sensor_covariance_weighted_fusion,track_fragmentation,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,missed_detections,20,1.25,1.0,1.0195,0.4468,0.8032,1.6968
faulty_sensor_covariance_weighted_fusion,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,track_confirmation_time_steps,20,2.075,2.0,0.2308,0.1012,1.9738,2.1762
faulty_sensor_covariance_weighted_fusion,track_loss_duration_steps,15,1,1,0.0,0.0,1.0,1.0
faulty_sensor_covariance_weighted_fusion,average_track_lifetime_steps,20,105.65,105.75,0.8937,0.3917,105.2583,106.0417
faulty_sensor_covariance_weighted_fusion,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,average_covariance,20,2.2078,2.2053,0.0173,0.0076,2.2002,2.2153
faulty_sensor_covariance_weighted_fusion,messages_sent,20,1857.2,1858.0,6.5341,2.8637,1854.3363,1860.0637
faulty_sensor_covariance_weighted_fusion,messages_received,20,1374.8,1372.0,33.1513,14.5292,1360.2708,1389.3292
faulty_sensor_covariance_weighted_fusion,messages_dropped,20,482.4,485.5,34.0918,14.9414,467.4586,497.3414
faulty_sensor_covariance_weighted_fusion,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
faulty_sensor_covariance_weighted_fusion,communication_load,20,4.3537,4.3591,0.0261,0.0114,4.3423,4.3651
faulty_sensor_covariance_weighted_fusion,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
faulty_sensor_covariance_weighted_fusion,avg_recovery_time_steps,0,,,,,,
very_low_P_D,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,total_near_misses,20,83.45,80.0,26.4147,11.5767,71.8733,95.0267
very_low_P_D,collision_risk_count,20,47.95,48.5,22.3783,9.8077,38.1423,57.7577
very_low_P_D,minimum_separation,0,,,,,,
very_low_P_D,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,mission_completion_time_s,0,,,,,,
very_low_P_D,avg_response_time_s,20,1.6714,1.7065,0.41,0.1797,1.4917,1.851
very_low_P_D,formation_error_rmse,20,4.8355,4.4948,2.4548,1.0759,3.7596,5.9114
very_low_P_D,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,missed_response_count,20,106.95,104.0,32.4077,14.2033,92.7467,121.1533
very_low_P_D,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,wrong_decisions,20,106.95,104.0,32.4077,14.2033,92.7467,121.1533
very_low_P_D,swarm_stability,20,1.7438,1.3986,1.9693,0.8631,0.8807,2.6069
very_low_P_D,rmse_position_error,20,0.8041,0.6036,0.4931,0.2161,0.588,1.0203
very_low_P_D,velocity_rmse,20,0.1397,0.1169,0.0598,0.0262,0.1135,0.1659
very_low_P_D,track_continuity,20,0.1059,0.1063,0.0162,0.0071,0.0988,0.113
very_low_P_D,track_fragmentation,20,30.4,28.5,6.1078,2.6769,27.7231,33.0769
very_low_P_D,false_detections,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,missed_detections,20,429,422.0,25.0998,11.0005,417.9995,440.0005
very_low_P_D,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,track_confirmation_time_steps,9,2.8056,2,1.7756,1.1601,1.6455,3.9656
very_low_P_D,track_loss_duration_steps,20,9.9405,9.7024,1.6732,0.7333,9.2072,10.6737
very_low_P_D,average_track_lifetime_steps,20,4.6928,4.6213,0.3164,0.1387,4.5541,4.8315
very_low_P_D,association_errors,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,average_covariance,20,47.2169,48.1974,3.9884,1.748,45.469,48.9649
very_low_P_D,messages_sent,20,580.1,587.0,115.9155,50.8022,529.2978,630.9022
very_low_P_D,messages_received,20,358.15,343.5,87.727,38.4481,319.7019,396.5981
very_low_P_D,messages_dropped,20,221.95,217.0,36.8674,16.1579,205.7921,238.1079
very_low_P_D,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
very_low_P_D,communication_load,20,2.9573,2.9218,0.1694,0.0743,2.8831,3.0316
very_low_P_D,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
very_low_P_D,avg_recovery_time_steps,0,,,,,,
very_high_P_FA,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,total_near_misses,20,68.85,61.0,29.8704,13.0913,55.7587,81.9413
very_high_P_FA,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,minimum_separation,0,,,,,,
very_high_P_FA,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
very_high_P_FA,mission_completion_time_s,0,,,,,,
very_high_P_FA,avg_response_time_s,20,0.0026,0.0,0.0066,0.0029,-0.0004,0.0055
very_high_P_FA,formation_error_rmse,20,4.38,4.1495,0.8156,0.3574,4.0226,4.7375
very_high_P_FA,unnecessary_avoidance_count,20,203.4,203.0,13.2244,5.7958,197.6042,209.1958
very_high_P_FA,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,wrong_decisions,20,203.4,203.0,13.2244,5.7958,197.6042,209.1958
very_high_P_FA,swarm_stability,20,1.0018,0.8885,0.5332,0.2337,0.7681,1.2355
very_high_P_FA,rmse_position_error,20,0.6312,0.6313,0.0194,0.0085,0.6227,0.6397
very_high_P_FA,velocity_rmse,20,0.1152,0.1153,0.0043,0.0019,0.1133,0.1171
very_high_P_FA,track_continuity,20,0.3249,0.3256,0.0081,0.0036,0.3214,0.3285
very_high_P_FA,track_fragmentation,20,3.2,2.0,3.6649,1.6062,1.5938,4.8062
very_high_P_FA,false_detections,20,309.6,306.5,15.8294,6.9375,302.6625,316.5375
very_high_P_FA,missed_detections,20,2.05,2.0,1.2763,0.5594,1.4906,2.6094
very_high_P_FA,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,track_confirmation_time_steps,20,2.2469,2.0,0.5865,0.257,1.9899,2.5039
very_high_P_FA,track_loss_duration_steps,19,1,1,0.0,0.0,1.0,1.0
very_high_P_FA,average_track_lifetime_steps,20,93.1437,93.3,16.3083,7.1474,85.9962,100.2911
very_high_P_FA,association_errors,20,102.8,102.0,11.2231,4.9187,97.8813,107.7187
very_high_P_FA,average_covariance,20,2.1398,2.1442,0.1164,0.051,2.0888,2.1908
very_high_P_FA,messages_sent,20,2015.4,2021.0,75.6198,33.1418,1982.2582,2048.5418
very_high_P_FA,messages_received,20,1551.75,1555.0,63.6403,27.8916,1523.8584,1579.6416
very_high_P_FA,messages_dropped,20,463.65,462.5,13.7698,6.0349,457.6151,469.6849
very_high_P_FA,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
very_high_P_FA,communication_load,20,4.3464,4.3652,0.0749,0.0328,4.3136,4.3792
very_high_P_FA,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
very_high_P_FA,avg_recovery_time_steps,0,,,,,,
high_clutter,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,total_near_misses,20,66.55,61.0,17.5093,7.6738,58.8762,74.2238
high_clutter,collision_risk_count,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,minimum_separation,0,,,,,,
high_clutter,mission_success,20,1,1.0,0.0,0.0,1.0,1.0
high_clutter,mission_completion_time_s,0,,,,,,
high_clutter,avg_response_time_s,20,0.0026,0.0,0.0066,0.0029,-0.0004,0.0055
high_clutter,formation_error_rmse,20,4.4281,4.4086,0.4329,0.1897,4.2384,4.6178
high_clutter,unnecessary_avoidance_count,20,27.7,27.0,3.7989,1.6649,26.0351,29.3649
high_clutter,missed_response_count,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,hold_duration,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,wrong_decisions,20,27.7,27.0,3.7989,1.6649,26.0351,29.3649
high_clutter,swarm_stability,20,1.1061,1.173,0.3867,0.1695,0.9366,1.2756
high_clutter,rmse_position_error,20,0.6214,0.6203,0.0198,0.0087,0.6127,0.6301
high_clutter,velocity_rmse,20,0.1144,0.1135,0.0048,0.0021,0.1123,0.1165
high_clutter,track_continuity,20,0.3271,0.3272,0.0057,0.0025,0.3245,0.3296
high_clutter,track_fragmentation,20,0.45,0.0,1.1459,0.5022,-0.0522,0.9522
high_clutter,false_detections,20,41.95,40.5,4.7956,2.1017,39.8483,44.0517
high_clutter,missed_detections,20,1.35,1.0,0.9333,0.409,0.941,1.759
high_clutter,false_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,missed_tracks,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,track_confirmation_time_steps,20,2.1025,2.0,0.2826,0.1239,1.9786,2.2264
high_clutter,track_loss_duration_steps,16,1,1.0,0.0,0.0,1.0,1.0
high_clutter,average_track_lifetime_steps,20,105.5017,108.875,10.0502,4.4047,101.097,109.9064
high_clutter,association_errors,20,13.9,13.0,3.7262,1.6331,12.2669,15.5331
high_clutter,average_covariance,20,2.1842,2.1757,0.0417,0.0183,2.1659,2.2025
high_clutter,messages_sent,20,1920.1,1920.0,27.5641,12.0805,1908.0195,1932.1805
high_clutter,messages_received,20,1478.1,1479.5,20.0916,8.8055,1469.2945,1486.9055
high_clutter,messages_dropped,20,442,442.5,8.6876,3.8075,438.1925,445.8075
high_clutter,stale_messages,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,avg_message_delay_steps,20,2,2.0,0.0,0.0,2.0,2.0
high_clutter,communication_load,20,4.3447,4.3427,0.04,0.0175,4.3271,4.3622
high_clutter,max_outage_duration_steps,20,0,0.0,0.0,0.0,0.0,0.0
high_clutter,avg_recovery_time_steps,0,,,,,,
high_latency,collision_count,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,total_near_misses,20,71.25,71.0,2.5726,1.1275,70.1225,72.3775
high_latency,collision_risk_count,20,55.85,56.0,0.7452,0.3266,55.5234,56.1766
high_latency,minimum_separation,0,,,,,,
high_latency,mission_success,20,0,0.0,0.0,0.0,0.0,0.0
high_latency,mission_completion_time_s,0,,,,,,
high_latency,avg_response_time_s,20,8.0006,8.0,0.0027,0.0012,7.9994,8.0018
high_latency,formation_error_rmse,20,12.8493,12.7181,0.3272,0.1434,12.7059,12.9928
high_latency,unnecessary_avoidance_count,20,0,0.0,0.0,0.0,0.0,0.0
